title	domain	tags	location
T客邦	techbang.com	网络科技	
联想服务与支持	support1.lenovo.com.cn	网络科技,电脑硬件	北京,海淀
新欧洲	xineurope.com	综合其他,门户网站	
世纪电源网	21dianyuan.com	行业企业,商务服务,化工能源	天津,南开区
幻听网	ting89.com	休闲娱乐,小说网站	上海
管理资源吧	glzy8.com	教育文化,百科辞典	云南
携程商旅通	pages.ctrip.com	交通旅游,票务预订	上海,徐汇
游侠网页游戏	web.ali213.net	休闲娱乐,游戏网站	
104人力银行	104.com.tw	生活服务,求职招聘	台湾
TP-LINK官方网站	tp-link.com.cn	网络科技,电脑硬件	广东,深圳
VJ师视频素材网	vjshi.com	网络科技,设计素材	广东,深圳
韩剧网	hanjuwang.com	休闲娱乐,视频电影	
戴尔官方网站	dell.com.cn	行业企业,跨国公司,网络科技,电脑硬件	海外
爱图网	aiimg.com	网络科技,设计素材	上海
我的工作网	myjob.com	生活服务,求职招聘	北京,朝阳
新浪历史	history.sina.com.cn	综合其他,论坛综合	北京,海淀
湖南在线	hunan.voc.com.cn	综合其他,地方网站	湖南
YY娱乐	m.yy.com	休闲娱乐,娱乐时尚	广东,广州
中国民生银行信用卡中心	creditcard.cmbc.com.cn	生活服务,银行保险	
蜀门Online官网	shumenol.com	休闲娱乐,游戏网站	上海,闸北
口袋吧	koudai8.com	休闲娱乐,游戏网站	北京
MACD股票论坛	bbs.macd.cn	综合其他,论坛综合	
余姚论坛	0574bbs.com	综合其他,论坛综合	浙江,宁波
国家质量监督检验检疫总局	www.aqsiq.gov.cn	政府组织,政府职能	北京,海淀
日志520 	rz520.com	教育文化	
仪器仪表交易网	testmart.cn	购物网站,电商网站	
答疑网	prcedu.com	教育文化,教育考试	北京,东城区
河南省人民政府门户网站	henan.gov.cn	政府组织,政府门户	河南,郑州
义乌热线	cnyw.net	综合其他,地方网站	浙江,金华
华泰证券官网	htsc.com.cn	生活服务,金融财经,证券网站	江苏,南京
小荷作文网	zww.cn	教育文化,教育考试	湖北
网易魔兽世界专区	w.163.com	休闲娱乐,游戏网站	广东,广州
广州搜狐焦点网	gz.focus.cn	生活服务,房产网站	广东,广州
郑州百姓网	zhengzhou.baixing.com	综合其他,地方网站	
深圳Q房网	shenzhen.qfang.com	生活服务,房产网站	广东,深圳
努比亚nubia官网	nubia.cn	网络科技,手机数码	广东,深圳
中国塑料机械网	86pla.com	行业企业,机械工业	浙江,杭州
驾校一点通2015科目一	mnks.jxedt.com	生活服务,驾校学车	
与非网	eefocus.com	综合其他,论坛综合,行业企业,五金电工,网络科技,技术编程	北京,海淀
阿拉宁波网北仑论坛	bbs.cnnb.com	综合其他,论坛综合	浙江,宁波
汽车探索	feelcars.com	生活服务,汽车网站	北京,朝阳
住朋网	zp365.com	生活服务,房产网站	广西,南宁
百度公司	home.baidu.com	行业企业	北京,海淀
58同城南宁分类信息网	nn.58.com	生活服务,分类信息	广西,南宁
17173下载中心	download.17173.com	休闲娱乐,游戏网站	福建,福州
台湾竞舞	garena.tw	休闲娱乐,娱乐时尚	台湾,台北
400电话首选易号网	400.cn	行业企业,广电通信	江苏,苏州
快吧网络游戏	ol.kuai8.com	休闲娱乐,游戏网站	江苏,南京
loho眼镜生活	loho88.com	购物网站,电商网站	广东,深圳
全峰	qfkd.com.cn	行业企业,物流运输	北京,朝阳
生物帮	bio1000.com	综合其他,门户网站	广东,广州
爱波网	aibo123.com	体育健身,福彩体彩	北京,朝阳
发现 | WO窝	wo.poco.cn	休闲娱乐,图片摄影	广东,广州
本来生活网	benlai.com	购物网站,电商网站	北京,朝阳
昆山论坛	bbs.kshot.com	综合其他,论坛综合,地方网站	江苏,苏州
博客网 	bokee.com	综合其他,博客网站	北京,海淀
58同城长春分类信息网	cc.58.com	生活服务,分类信息	吉林,长春
财界网	17ok.com	生活服务,金融财经	北京,朝阳
雁阵论坛	bbs.hebnews.cn	综合其他,论坛综合	河北,石家庄
华强北商城	okhqb.com	综合其他,网络科技,手机数码,购物网站,电商网站	广东,深圳
红美商城	mmall.com	综合其他,生活服务,家居建材,购物网站,电商网站	上海,普陀
衢州新闻网	qz828.com	综合其他,地方网站	浙江,衢州
Nissan东风日产官方网站	dongfeng-nissan.com.cn	行业企业,汽车厂商	广东
火车网 	huoche.com.cn	交通旅游,票务预订	北京,朝阳
优酷综艺频道 	zy.youku.com	休闲娱乐,视频电影	北京,海淀
快站	kuaizhan.com	网络科技,软件下载	北京,海淀
口碑网	koubei.com	生活服务,分类信息	浙江,杭州
当乐iPhone门户	ios.d.cn	综合其他,门户网站	北京,东城区
安卓网安卓游戏频道	game.hiapk.com	休闲娱乐,游戏网站	福建,福州
蛙步旅游网	wabuw.com	交通旅游	四川,成都
电脑报官方网站	icpcw.com	网络科技,电脑硬件	四川
泸州新闻网	lzep.cn	新闻媒体	四川,泸州
奔驰中国官网	mercedes-benz.com.cn	行业企业,汽车厂商	北京,朝阳
改吧汽车改装网	gaibar.com	生活服务,汽车网站,体育健身,单车汽摩	广东,深圳
银河网	inhe.net	综合其他,门户网站,地方网站	河北
中科商务网	zk71.com	行业企业,商务服务	广东,深圳
家长帮字典	zidian.eduu.com	教育文化,百科辞典	北京,海淀
新浪吉林	jl.sina.com.cn	综合其他,地方网站	吉林
58同城昆明分类信息网	km.58.com	生活服务,分类信息	云南,昆明
爱奇艺好看的电影大全	list.iqiyi.com	休闲娱乐,视频电影	北京,海淀
虎扑图片中心	photo.hupu.com	休闲娱乐,图片摄影	上海,虹口
驾驶证考试网	jszks.cn	生活服务,驾校学车	北京
安卓论坛	anzhuo.cn	网络科技,手机数码	广东,广州
江苏音符	jsinfo.net	综合其他,门户网站	江苏
梅州网	meizhou.cn	综合其他,地方网站,新闻媒体,新闻报刊	广东,梅州
律法网	88148.com	综合其他,门户网站	河南,郑州
天涯明月刀 官网	wuxia.qq.com	休闲娱乐,游戏网站	广东,深圳
搜狐视频	v.sohu.com	休闲娱乐,视频电影	北京,海淀
随意写xuite	xuite.net	综合其他,博客网站	台湾,台北
赚客吧	zuanke8.com	购物网站,购物分享	河南
口袋购物	koudai.com	购物网站,电商网站	北京,朝阳
驾驶员试题网	jsyst.cn	生活服务,驾校学车	湖南,郴州
佛教在线	fjnet.com	综合其他,地方网站	北京,朝阳
第三媒体iDO社区	ido.3mt.com.cn	综合其他,论坛综合	
佐卡伊官网	zocai.com	休闲娱乐,娱乐时尚	广东,深圳
叩富网	cofool.com	生活服务,金融财经	北京
淘宝彩票	caipiao.taobao.com	体育健身,福彩体彩	浙江,杭州
SF互动传媒	comic.sfacg.com	休闲娱乐,动漫网站	广东,广州
筑龙论坛	bbs.zhulong.com	综合其他,论坛综合	北京,海淀
IT世界网	it.com.cn	网络科技,电脑硬件	北京,海淀
演出网	show160.com	休闲娱乐,音乐网站,娱乐时尚	北京
搜狐文化社区	club.cul.sohu.com	综合其他,论坛综合	北京,海淀
58同城太原分类信息网	ty.58.com	生活服务,分类信息	山西,太原
中文国际 	world.chinadaily.com.cn	新闻媒体,新闻报刊	福建,厦门
赶集婚恋交友	love.ganji.com	综合其他,社交网站	北京,石景山
杭州搜狐焦点网	hz.focus.cn	生活服务,房产网站	浙江,杭州
Avast	avast.com	网络科技,网络安全	北京
工程资料库	ziliao.co188.com	教育文化,百科辞典	江苏,常州
人民网法治	legal.people.com.cn	新闻媒体,新闻报刊	北京,朝阳
精品资料网	cnshu.cn	教育文化,教育考试,图书展馆,培训机构	广东
娃酷网 	waaku.com	生活服务,分类信息	广东,佛山
金华新闻网	jhnews.com.cn	综合其他,地方网站,新闻媒体,新闻报刊	浙江,金华
商路通	3566t.com	行业企业,商务服务	浙江,温州
沈阳网	syd.com.cn	综合其他,门户网站,地方网站,新闻媒体,新闻报刊	辽宁,沈阳
中青在线教育频道	edu.cyol.com	教育文化,教育资讯	北京
人民网军事	military.people.com.cn	教育文化,军事国防	北京,朝阳
阮一峰的个人网站	ruanyifeng.com	综合其他,博客网站	上海
中华餐饮网	cy8.com.cn	生活服务,餐饮美食	北京,海淀
美丽家	meilijia.com	生活服务,家居建材	北京
步步高教育电子官网	eebbk.com	网络科技,手机数码	广东
天津大学	www.tju.edu.cn	教育文化,高等院校	天津,南开区
北京海淀	bjhd.gov.cn	政府组织,政府门户	北京,海淀
摩托车论坛 	motorcycle.sh.cn	生活服务	
大耳朵英语	bigear.cn	教育文化,外语综合	北京,海淀
美发街	3761.com	休闲娱乐,娱乐时尚	广东,深圳
中国义乌政府门户网站	yw.gov.cn	政府组织,政府门户	浙江,金华
北京旅游网	visitbeijing.com.cn	交通旅游	北京
公交网	gongjiao.com	交通旅游,交通地图	上海,浦东
百度指数	index.baidu.com	生活服务,常用查询	北京,海淀
新浪图片	photo.sina.com.cn	休闲娱乐,图片摄影	北京,海淀
起点中文小说网	all.qidian.com	休闲娱乐,小说网站	上海,浦东
厦门赶集网	xm.ganji.com	生活服务,分类信息	福建,厦门
决胜网	juesheng.com	教育文化,教育考试,出国留学,培训机构	北京,东城区
EASYICON	easyicon.net	综合其他,搜索引擎,网络科技,设计素材,站长资源	上海,静安
霏凡论坛	bbs.crsky.com	综合其他,论坛综合	
个人简历模板网	jianli-sky.com	生活服务,求职招聘	广东,广州
湖南省人民政府	www.hunan.gov.cn	政府组织,政府门户	湖南,长沙
卡卡网	ikaka.com	网络科技,网络安全	北京,海淀
天道留学	tiandaoedu.com	教育文化,出国留学	北京,海淀
刷机之家	shuajizhijia.net	网络科技,应用工具	福建,厦门
搜狗新闻 	news.sogou.com	新闻媒体	
苏宁易购热门活动	sale.suning.com	购物网站,电商网站	江苏,南京
腾讯招聘	hr.tencent.com	生活服务,求职招聘	广东,深圳
蒂芙尼官网	tiffany.com	休闲娱乐,娱乐时尚	海外
比特彗星	bitcomet.com	网络科技,软件下载	海外
中医中药秘方网	21nx.com	医疗健康,健康保健,药品药学	湖南
简单学习网	jd100.com	教育文化,培训机构	北京,昌平
优酷动漫频道	comic.youku.com	休闲娱乐,动漫网站	北京,海淀
易宝支付	yeepay.com	网络科技,电子支付	北京,石景山
5068QQ游戏攻略网	xx.5068.com	休闲娱乐,游戏网站	安徽,芜湖
APKBUS	apkbus.com	综合其他,博客网站	上海,徐汇
视觉me	shijue.me	网络科技,设计素材	北京,朝阳
1折网	1zw.com	购物网站,返利比价	福建,厦门
新浪天津_	tj.sina.com.cn	综合其他,门户网站	天津
爱Apps	iapps.im	网络科技,手机数码	上海
淮安市政府	huaian.gov.cn	政府组织,政府门户	江苏,淮安
购酒网	gjw.com	购物网站,电商网站	上海,松江
中国网教育频道	edu.china.com.cn	教育文化,教育考试	北京,海淀
无锡百姓网	wuxi.baixing.com	综合其他,地方网站	
吉林省公务员考试网	jl.offcn.com	教育文化,教育考试	吉林
网络违法犯罪举报网站	cyberpolice.cn	政府组织,政府职能	北京,东城区
金名网	4.cn	网络科技,域名主机	浙江,杭州
中国招商网	zhaoshang.net	综合其他,门户网站,行业企业,招商加盟	天津,和平区
深圳航空	shenzhenair.com	交通旅游,票务预订	广东,深圳
厦门航空官网	xiamenair.com	交通旅游,交通地图	福建,厦门
军事小游戏	xyx.junshijidi.com	休闲娱乐,游戏网站	黑龙江
城市论坛	chengshiluntan.com	综合其他,论坛综合	山东,济南
嘉兴在线	cnjxol.com	综合其他,地方网站,新闻媒体,新闻报刊	浙江,嘉兴
中山网	zsnews.cn	综合其他,地方网站	广东,中山
丢豆网	diudou.com	休闲娱乐,明星粉丝	广东
中文幽默王	haha365.com	休闲娱乐,幽默笑话	山西,太原
QQ充值中心	chong.qq.com	购物网站,电商网站	广东,深圳
新浪山东	sd.sina.com.cn	综合其他,门户网站	山东
58同城东莞分类信息网	dg.58.com	生活服务,分类信息	广东,东莞
土木在线商易宝	biz.co188.com	综合其他,地方网站	江苏,常州
汽车生活	autov.com.cn	生活服务,汽车网站	广东,广州
佳吉快运	jiaji.com	行业企业,商务服务,物流运输	上海
广交会	cantonfair.org.cn	综合其他,门户网站	
昆山人才网	kshr.com.cn	生活服务,求职招聘	江苏,苏州
全书网	quanshu.net	休闲娱乐,小说网站	四川
知乎专栏	zhuanlan.zhihu.com	生活服务,聊天交友	北京
go佳居	gojiaju.com	综合其他,生活服务,家居建材,购物网站,电商网站	江苏,苏州
翼支付	bestpay.com.cn	网络科技,电子支付	上海,浦东
手机淘	shhuu.com	网络科技,手机数码,电商服务	广东,深圳
优亿安卓市场	eoemarket.com	网络科技,手机数码	北京,海淀
500WAN彩票网	500wan.com	体育健身,福彩体彩	广东,深圳
凤凰旅游	travel.ifeng.com	交通旅游	香港,香港
39育儿频道	baby.39.net	生活服务,母婴网站	广东,广州
中国传动网	chuandong.com	行业企业,机械工业,商务服务	广东,深圳
Discuz应用中心	addon.discuz.com	综合其他,论坛综合	
中国外语人才网	jobeast.com	生活服务,求职招聘	浙江,杭州
河南省教育网	haedu.cn	教育文化,教育考试	河南
倾城网	hercity.com	休闲娱乐,娱乐时尚	陕西,西安
微店网	okwei.com	购物网站	广东,深圳
图展	tuzhan.com	休闲娱乐,图片摄影	四川
中国互联网络信息中心	cnnic.cn	政府组织,事业单位,网络科技,域名主机	北京,海淀
观潮网 	fashiontrenddigest.com	休闲娱乐,娱乐时尚	上海
大图网	daimg.com	网络科技,设计素材	上海
ICP备案查询网	beianbeian.com	生活服务,常用查询	
9588旅行网	9588.com	交通旅游,票务预订	北京,海淀
第九城市官方网站	the9.com	休闲娱乐,游戏网站	上海
大宗商品网	glinfo.com	行业企业,商务服务	上海,黄浦
北京市政务门户网站	www.beijing.gov.cn	政府组织,政府门户	北京,朝阳
金农网	jinnong.cn	行业企业,商务服务,农林畜牧渔	黑龙江
官方网	guanfang123.com	综合其他,网址导航	
Apple ID	appleid.apple.com	网络科技	
中华网考试培训	kaoshi.china.com	教育文化,培训机构	广东,深圳
中国食用菌商务网	mushroommarket.net	行业企业,农林畜牧渔	北京,石景山
中国化妆品招商网	hzpzs.net	行业企业,招商加盟	浙江,杭州
叶子猪新大话西游2官网专区	xy2.yzz.cn	休闲娱乐,游戏网站	广东,广州
52PK英雄联盟专区	lol.52pk.com	休闲娱乐,游戏网站	重庆
武汉理工大学	www.whut.edu.cn	教育文化,高等院校	湖北,武汉
钓鱼翁	diaoyuweng.com	综合其他,论坛综合	
天下网盟	txwm.com	网络科技,电脑硬件	广东,广州
赤壁热线	cbrx.com	综合其他,地方网站	湖北,武汉
新浪动漫	comic.sina.com.cn	休闲娱乐,动漫网站	
搜狐闪电邮箱	mail.sohu.com	网络科技,邮件通信	北京,海淀
露天拍卖	ruten.com.tw	购物网站,电商网站	台湾,台北
猎聘网企业招聘信息	company.liepin.com	生活服务,求职招聘	北京,朝阳
华中科技大学	www.hust.edu.cn	教育文化,高等院校	湖北,武汉
5577我机网	5577.com	网络科技,软件下载	湖北
汕头好吃妹团购网	haochimei.com	购物网站,团购网站	广东,汕头
房王网	ihk.cn	生活服务,房产网站	广东,广州
美文网	lookmw.cn	休闲娱乐,小说网站	江西,赣州
新客网	xker.com	网络科技,站长资源	河北
中华人民共和国国家旅游局	cnta.gov.cn	政府组织,政府职能	北京,东城区
中公金融人网	jinrongren.net	生活服务,求职招聘	北京,海淀
青岛新闻网新闻中心	news.qingdaonews.com	新闻媒体	山东,青岛
杂碎音乐	zasv.com	休闲娱乐,音乐网站	北京,朝阳
途風旅遊網	toursforfun.com	交通旅游,旅游网站	
百媚网	baimei.com	休闲娱乐,娱乐时尚,综合其他,购物网站,购物分享	山东,烟台
中国普法网	legalinfo.gov.cn	综合其他,法律法规	北京
江苏福彩	jslottery.com	体育健身,福彩体彩	江苏
点点软件园	didown.com	休闲娱乐,游戏网站	
燕赵都市网	yzdsb.com.cn		
生活日记网	telnote.cn	休闲娱乐,娱乐时尚	山东
摇篮网	ask.yaolan.com	生活服务,母婴网站	北京,东城区
利趣返利网	liqu.com	购物网站,返利比价	浙江,杭州
51贴图网	51tietu.net	休闲娱乐,图片摄影	
移动叔叔论坛	bbs.ydss.cn	综合其他,论坛综合	贵州
中国国家博物馆官方网站	chnmuseum.cn	教育文化,图书展馆	北京,东城区
北京协和医院官网	pumch.cn	医疗健康,医院诊所	北京,西城区
上海天气网	soweather.com	生活服务,常用查询	上海
畅途网	changtu.com	交通旅游	江苏,南京
研修网	yanxiu.com	教育文化,教育考试	北京,西城区
韩都衣舍	handu.com	购物网站,电商网站	山东,济南
中学生读书网	fox2008.cn	教育文化,中小学校	
一览机电英才网	jdjob88.com	生活服务,求职招聘	广东,深圳
中国婚博会官方网站	jiehun.com.cn	生活服务,影楼婚嫁	北京,海淀
琅琊新闻网 	langya.cn	新闻媒体	山东,临沂
新浪公开课	open.sina.com.cn	教育文化,在线教育,教育考试	北京,海淀
sigma 官网	sigmaaldrich.com	行业企业,商务服务	
亿起发	yiqifa.com	网络科技,广告联盟	北京,朝阳
GameRes游资网	gameres.com	休闲娱乐,游戏网站,网络科技,技术编程	福建,厦门
新华网发展论坛	forum.home.news.cn	综合其他,论坛综合	
破洛洛	poluoluo.com	网络科技,设计素材	广东
国家发改委	www.sdpc.gov.cn	政府组织,政府职能	北京,西城区
安利中国官方网站	amway.com.cn	购物网站,电商网站	广东,广州
贵州都市网	gzdsw.com	综合其他,论坛综合,地方网站,新闻媒体,新闻报刊	贵州,贵阳
中国佛教网	zgfj.cn	休闲娱乐,收藏爱好,教育文化,社科文艺	北京,石景山
丁香园用药助手	drugs.dxy.cn	医疗健康,药品药学	
华西证券	hx168.com.cn	生活服务,金融财经,证券网站	四川,成都
中国商品网	ccn.mofcom.gov.cn	政府组织,政府职能	北京,朝阳
湖南人才网	hnrcsc.com	生活服务,求职招聘	湖南,长沙
一团网	etuan.com	综合其他,团购网站	
中国机械CAD论坛	jxcad.com.cn	综合其他,论坛综合,行业企业,建筑材料,生活服务	浙江
哈尔滨新闻网	my399.com	新闻媒体,新闻报刊	黑龙江,哈尔滨
盛丰建材网	jiancai.com	生活服务,家居建材	上海,杨浦
娄底新闻网	ldnews.cn	新闻媒体,新闻报刊	湖南,娄底
360极速浏览器	chrome.360.cn	网络科技,软件下载	北京,朝阳
施耐德官网 	schneider-electric.com	行业企业,水暖安防	海外
教育部考试中心托福网考网上报名 	toefl.etest.net.cn	教育文化,教育考试	北京,海淀
电子元件技术网	cntronics.com	行业企业,五金电工,商务服务	广东,深圳
百付宝	baifubao.com	网络科技,电子支付	北京,海淀
青鸟论坛 	18888.com	生活服务,宠物玩具	贵州,黔东南
乐山新闻网	leshan.cn	新闻媒体	四川,乐山
米兰时尚服装批发网	mlbuy.com	休闲娱乐,娱乐时尚	广东,深圳
香港地產網 	hkproperty.com	行业企业	
QQ彩票	888.qq.com	体育健身,福彩体彩	
东方新娱乐	enjoy.eastday.com	休闲娱乐,娱乐时尚	上海,徐汇
爱拼网	ipin.com	教育文化,教育考试	广东,广州
53快服	53kf.com	行业企业,商务服务,网络科技,软件下载	浙江,金华
乐侠网	ledanji.com	休闲娱乐,游戏网站	湖北
大众医药网	51qe.cn	医疗健康,健康保健,药品药学	广东,深圳
新财界	xincaijie.com	生活服务,金融财经	北京,朝阳
湖南福彩网	hnflcp.com	体育健身,福彩体彩	湖南
中国环境网	cenews.com.cn	新闻媒体,新闻报刊	
中华语文网	zhyww.cn	教育文化,教育考试,新闻媒体,新闻报刊	山西,太原
联合越野	chnsuv.com	生活服务,汽车网站,体育健身,单车汽摩	北京,朝阳
一步电子网 	kuyibu.com	综合其他,门户网站	浙江,杭州
随意贴	freep.cn	网络科技,电商服务	
合肥网	wehefei.com	综合其他,地方网站,新闻媒体,新闻报刊	安徽,合肥
网易充值中心	pay.163.com	生活服务,金融财经	北京,海淀
58同城佛山分类信息网	fs.58.com	生活服务,分类信息	广东,佛山
39整形美容	zx.39.net	医疗健康,美容整形	广东,广州
抽屉新热榜	chouti.com	新闻媒体,新闻报刊	北京,西城区
厦门网新闻中心	news.xmnn.cn	新闻媒体	福建,厦门
中国电子顶级开发网论坛	bbs.eetop.cn	综合其他,论坛综合	北京,朝阳
爱结网	ijie.com	休闲娱乐,娱乐时尚,生活服务,影楼婚嫁	北京,朝阳
系统城	xitongcheng.com	网络科技,软件下载	福建
中国石油大学	cup.edu.cn	教育文化,高等院校	山东,青岛
全职招聘网	quanzhi.com	生活服务,求职招聘	北京,朝阳
宁国论坛	ngbbs.cn	综合其他,门户网站,论坛综合,地方网站	安徽,宣城
老毛桃	laomaotao.net	网络科技,软件下载	福建
9669手游网	9669.com	休闲娱乐,游戏网站,网络科技,软件下载	福建,厦门
极速下载站	jisuxz.com	网络科技,软件下载	广东
浙江省人民政府	zj.gov.cn	政府组织,政府门户	浙江,杭州
天翼云	cloud.189.cn	网络科技,网络硬盘	广东,广州
Java开源大全	open-open.com	网络科技,技术编程	福建,厦门
中国教育装备网	ceiea.com	教育文化,教育考试,行业企业,商务服务	安徽,合肥
搜猪网	soozhu.com	行业企业,农林畜牧渔	上海
消费日报网	xfrb.com.cn	新闻媒体,新闻报刊	北京,丰台
中国教育装备采购网	caigou.com.cn	行业企业,机械工业,商务服务	北京,海淀
宁波赶集网	nb.ganji.com	生活服务,分类信息	浙江,宁波
无锡论坛	bbs.wst.cn	综合其他,论坛综合	江苏,无锡
我爱方案网	52solution.com	休闲娱乐	广东,深圳
香港草莓网	strawberrynet.com	购物网站,电商网站	香港,香港
全国农产品商务信息公共服务平台	nc.mofcom.gov.cn	政府组织,事业单位	北京,东城区
建站之星	sitestar.cn	网络科技,域名主机,站长资源	上海,浦东
MyPrice价格网	myprice.com.cn	网络科技,电脑硬件	北京,海淀
网酒网	wangjiu.com	购物网站,电商网站	北京,朝阳
化工英才网 	chenhr.com	行业企业,化工能源	
中国联通	chinaunicom.com.cn	网络科技,邮件通信	北京,西城区
中国福彩网	cwl.gov.cn	体育健身,福彩体彩	北京,朝阳
salesforce	salesforce.com	行业企业	
上善若水股票论坛	bbs.ruoshui.com	综合其他,论坛综合	北京,海淀
时代互联	now.cn	网络科技,域名主机	广东,珠海
太平洋家居网图库	photo.pchouse.com.cn	休闲娱乐,图片摄影	广东,广州
赞美诗网	zanmeishi.com	教育文化	上海
第一车网二手车交易网	so.iautos.cn	生活服务,汽车网站	北京,东城区
养老网 	yanglao.com.cn	综合其他,门户网站	北京,朝阳
中国卫浴网	wyw.cn	行业企业,建筑材料	浙江,杭州
山东大学	www.sdu.edu.cn	教育文化,高等院校	山东,济南
返现网	fanxian.com	购物网站,返利比价	福建,厦门
网络社会征信网	zx110.org	综合其他,门户网站	上海,闸北
 电玩巴士PSP中文网	psp.tgbus.com	休闲娱乐,游戏网站	安徽,芜湖
太平洋游戏网下载中心	dl.pcgames.com.cn	休闲娱乐,游戏网站	广东,广州
美橙互联	cndns.com	网络科技,域名主机	上海,浦东
流量宝	liuliangbao.cn	网络科技,应用工具	浙江
7723手机游戏	7723.cn	休闲娱乐,游戏网站,网络科技,手机数码	河北
大埔网	514200.com	综合其他,门户网站	广东,梅州
文都教育在线	wendu.com	综合其他,地方网站	
新文秘网	wm114.cn	综合其他	湖北
凤鸣轩	fmx.cn	休闲娱乐,小说网站	四川,成都
39女性健康	woman.39.net	医疗健康,健康保健	广东,广州
和讯财经微博	t.hexun.com	生活服务,金融财经	北京
丁香文档	d.dxy.cn	医疗健康,药品药学	浙江,杭州
中国文物网	wenwuchina.com	休闲娱乐,收藏爱好	北京,丰台
硕鼠官网	flvcd.com	网络科技,软件下载	江苏,南京
Extrabux海淘返利网	extrabux.com	购物网站,返利比价	
天狼影院	ttll.cc	休闲娱乐,视频电影	江苏
中企动力	300.cn	网络科技,域名主机	北京,大兴
时空社区-	bbs.gxsky.com	综合其他,论坛综合	
子陵论坛	bbs.ziling.com	综合其他,论坛综合	北京,通州
旅游百事通在线商城	517best.com	交通旅游	
卡巴斯基实验室	kaspersky.com.cn	网络科技,网络安全	北京,东城区
深圳市气象局	szmb.gov.cn	政府组织,政府职能	广东,深圳
2014巴西世界杯_新浪体育_新浪网	2014.sina.com.cn	体育健身,体育综合	北京,海淀
搜搜百科 	baike.soso.com	教育文化,百科辞典	广东,深圳
蜂鸟网学院	academy.fengniao.com	休闲娱乐,图片摄影	北京,海淀
苏州58安居客	suzhou.anjuke.com	生活服务,房产网站	江苏,苏州
求字体网	qiuziti.com	网络科技,设计素材	福建,厦门
立邦漆官方网站	nipponpaint.com.cn	行业企业,化工能源	上海,浦东
空军之翼	afwing.com	休闲娱乐,收藏爱好,教育文化,军事国防	安徽
中国游戏中心 	chinagames.net	休闲娱乐,游戏网站	广东,深圳
营口之窗	ykwin.com	综合其他,地方网站	辽宁,营口
深圳信用网	szcredit.com.cn	政府组织,政府职能	广东,深圳
Hishop商城系统	hishop.com.cn	网络科技,电商服务	湖南,长沙
靠谱社区	kaopu001.com	综合其他,论坛综合	
ucbug游戏网	ucbug.com	休闲娱乐,游戏网站	安徽,合肥
新浪地产网	dichan.com	生活服务,房产网站	北京,东城区
阿里西西	alixixi.com	网络科技,设计素材,站长资源	广西
鄂东网	xianzhaiwang.cn	综合其他,地方网站	湖北,黄冈
小故事	xiaogushi.com	休闲娱乐,小说网站	四川
熊猫TV	panda.tv	休闲娱乐,游戏网站,视频电影	上海,宝山
52PK单机游戏	pc.52pk.com	休闲娱乐,游戏网站	重庆
中评网	crntt.com	综合其他,门户网站	北京,海淀
鼎级理财网	toplicai.cn	生活服务,常用查询	北京,朝阳
太平洋家居网产品库	product.pchouse.com.cn	生活服务,家居建材	广东,广州
就爱网	92txt.net	休闲娱乐,小说网站	吉林
手机乐园安卓软件专区	soft.shouji.com.cn	网络科技,软件下载	
荆门新闻网	jmnews.cn	新闻媒体,新闻报刊	湖北,荆门
OPPO官方论坛	bbs.oppo.cn	综合其他,论坛综合	
中华商务网	chinaccm.com	行业企业,商务服务	北京
人和网 	renhe.cn	综合其他,社交网站,生活服务,求职招聘	浙江,杭州
91家纺网 	91jf.com	购物网站	江苏,南通
澳客网论坛	bbs.okooo.com	综合其他,论坛综合	
天下网吧	txwb.com	网络科技,软件下载	福建,福州
军事前沿	qianyan001.com	教育文化,军事国防	北京,海淀
妖道角	yaodaojiao.com	休闲娱乐	
中国石油天然气集团公司	www.cnpc.com.cn	行业企业,石化能源	北京,东城区
易班网	yiban.cn	综合其他,社交网站	上海,杨浦
编织人生论坛	bbs.bianzhirensheng.com	综合其他,论坛综合	
阿联酋航空	emirates.com	交通旅游,票务预订	海外
折800品牌团 	brand.zhe800.com	购物网站	北京,朝阳
 钓鱼之家	diaoyu.com	综合其他,门户网站	
TNT 快递	tnt.com	行业企业,物流运输	上海,黄浦
艺龙机票	flight.elong.com	交通旅游,票务预订	北京,朝阳
中国投影网	ty360.com	网络科技,电脑硬件	广东,深圳
淘粉吧超级返利网	fanli.taofen8.com	购物网站,返利比价	浙江,杭州
无锡教育网	wxjy.com.cn	教育文化,教育考试	江苏,无锡
德州仪器中国官网	ti.com.cn	行业企业,跨国公司	海外
电大在线	openedu.com.cn	教育文化,教育考试	北京,西城区
浙江人才网 	zjrc.com	生活服务,求职招聘	浙江,杭州
回龙观社区网	hlgnet.com	综合其他,论坛综合,地方网站	北京,昌平
创客100网	ittime.com.cn	网络科技,创业投资	北京,昌平
中华取名网	chinaname.cn	休闲娱乐,星座运势	陕西,西安
中国宁波政府门户网站	ningbo.gov.cn	政府组织,政府门户	浙江,宁波
中国化工机械网	chemm.cn	行业企业,商务服务,化工能源	江苏,常州
新职业	ncss.org.cn		
锦程物流网	jctrans.com	行业企业,商务服务,物流运输	辽宁,大连
华龙网新闻中心	news.cqnews.net	新闻媒体	重庆,渝北区
武汉百姓网	wuhan.baixing.com	综合其他,地方网站	
海淘网	haitao.com	购物网站,电商网站	上海,浦东
沙发论坛	bbs.shafa.com	综合其他,论坛综合	上海,闸北
